title_vina,PharmFit_score,Params
HIT102372807.pdbqt,0.709754,100
HIT104016288.pdbqt,0.709682,7.30536
HIT103525818.pdbqt,0.709489,100
HIT107421352.pdbqt,0.709179,100
HIT103687479.pdbqt,0.708132,100
HIT107404999.pdbqt,0.707197,100
HIT102360394.pdbqt,0.707159,100
HIT100419615.pdbqt,0.706468,7.29211
HIT105027208.pdbqt,0.706318,100
HIT103099205.pdbqt,0.705824,7.27857
HIT106244134.pdbqt,0.705787,100
HIT101267413.pdbqt,0.705456,100
HIT100877287.pdbqt,0.704996,100
HIT107596822.pdbqt,0.704862,7.67544
HIT105725190.pdbqt,0.70438,100
HIT105039560.pdbqt,0.704311,100
HIT106974007.pdbqt,0.704056,100
HIT105186411.pdbqt,0.703764,100
HIT105278931.pdbqt,0.703741,100
HIT107359526.pdbqt,0.703717,100
HIT105009991.pdbqt,0.703665,5.3816
HIT102222295.pdbqt,0.703516,100
HIT104779887.pdbqt,0.703423,100
HIT103518498.pdbqt,0.702414,100
HIT102467394.pdbqt,0.70218,100
HIT106431880.pdbqt,0.702103,100
HIT105025355.pdbqt,0.702048,100
HIT103992911.pdbqt,0.701886,100
HIT101506041.pdbqt,0.700911,100
HIT104077613.pdbqt,0.700698,100
HIT105028661.pdbqt,0.700148,100
HIT100812889.pdbqt,0.699754,100
HIT101341571.pdbqt,0.699637,100
HIT101931205.pdbqt,0.699442,100
HIT101249893.pdbqt,0.699207,100
HIT103526926.pdbqt,0.699078,100
HIT106372706.pdbqt,0.698823,100
HIT103494765.pdbqt,0.698488,100
HIT107480396.pdbqt,0.698365,100
HIT100874516.pdbqt,0.698222,100
HIT100236374.pdbqt,0.69791,100
HIT102199191.pdbqt,0.696626,100
HIT106202936.pdbqt,0.696288,100
HIT103834836.pdbqt,0.696033,100
HIT100752328.pdbqt,0.695874,100
HIT211472555.pdbqt,0.695617,100
HIT106989303.pdbqt,0.694809,100
HIT105792602.pdbqt,0.694482,6.09964
HIT211472459.pdbqt,0.694331,4.87324
HIT106756938.pdbqt,0.694119,100
HIT106830535.pdbqt,0.694067,100
HIT100877556.pdbqt,0.694034,100
HIT102773958.pdbqt,0.693715,100
HIT104813894.pdbqt,0.693177,100
HIT105301828.pdbqt,0.69311,100
HIT211478788.pdbqt,0.692973,6.8393
HIT103465103.pdbqt,0.692961,100
HIT103180457.pdbqt,0.692794,100
HIT106496179.pdbqt,0.692439,100
HIT102816619.pdbqt,0.692097,100
HIT100861411.pdbqt,0.691391,100
HIT100971887.pdbqt,0.690941,100
HIT103758077.pdbqt,0.690245,100
HIT107604017.pdbqt,0.689911,100
HIT104866961.pdbqt,0.68966,100
HIT104131639.pdbqt,0.689493,100
HIT107678105.pdbqt,0.689348,100
HIT105876746.pdbqt,0.6882,100
HIT100793329.pdbqt,0.688075,100
HIT104477809.pdbqt,0.687301,100
HIT104858857.pdbqt,0.686655,100
HIT106526518.pdbqt,0.686309,100
HIT100978393.pdbqt,0.686224,100
HIT106761011.pdbqt,0.686035,100
HIT102757075.pdbqt,0.684962,7.58193
HIT104503581.pdbqt,0.684873,100
HIT103643478.pdbqt,0.684183,100
HIT103017377.pdbqt,0.683873,100
HIT107659217.pdbqt,0.683262,100
HIT106510095.pdbqt,0.68325,100
HIT211345084.pdbqt,0.682955,100
HIT104111644.pdbqt,0.682514,100
HIT103980465.pdbqt,0.682073,100
HIT105221044.pdbqt,0.68205,100
HIT211348908.pdbqt,0.681967,100
HIT104713723.pdbqt,0.681933,100
HIT106527000.pdbqt,0.68163,100
HIT106046105.pdbqt,0.681371,100
HIT100916652.pdbqt,0.681345,100
HIT103057029.pdbqt,0.680575,100
HIT105501527.pdbqt,0.680391,100
HIT104179817.pdbqt,0.680032,100
HIT104589051.pdbqt,0.679801,100
HIT104108784.pdbqt,0.678349,100
HIT102863402.pdbqt,0.678265,100
HIT104167779.pdbqt,0.678175,100
HIT107256948.pdbqt,0.67711,100
HIT107078650.pdbqt,0.676593,100
HIT105566767.pdbqt,0.676081,100
HIT100202303.pdbqt,0.675789,100
HIT105182614.pdbqt,0.675774,100
HIT100005077.pdbqt,0.675564,100
HIT102153144.pdbqt,0.675105,100
HIT105227070.pdbqt,0.674968,100
HIT107424635.pdbqt,0.674782,100
HIT102963469.pdbqt,0.674719,5.42594
HIT211347397.pdbqt,0.674049,100
HIT100609241.pdbqt,0.673906,100
HIT101424538.pdbqt,0.673763,100
HIT102580026.pdbqt,0.673454,100
HIT105315643.pdbqt,0.672788,100
HIT102499777.pdbqt,0.672027,100
HIT100335300.pdbqt,0.671066,100
HIT211688622.pdbqt,0.670917,7.16069
HIT103525623.pdbqt,0.670669,100
HIT103080351.pdbqt,0.670176,7.40632
HIT106765102.pdbqt,0.669945,100
HIT102101799.pdbqt,0.669936,100
HIT104535903.pdbqt,0.669624,100
HIT106948343.pdbqt,0.66953,100
HIT107251845.pdbqt,0.66943,100
HIT103901011.pdbqt,0.669266,100
HIT103026178.pdbqt,0.669165,100
HIT101471653.pdbqt,0.669121,100
HIT104686718.pdbqt,0.668976,100
HIT101440485.pdbqt,0.668961,100
HIT104858070.pdbqt,0.668516,100
HIT104137247.pdbqt,0.668395,100
HIT104135885.pdbqt,0.668229,100
HIT100243983.pdbqt,0.668205,100
HIT100569657.pdbqt,0.668087,100
HIT103887306.pdbqt,0.668044,5.21432
HIT101919645.pdbqt,0.667919,100
HIT103944024.pdbqt,0.6674,100
HIT106276992.pdbqt,0.666858,100
HIT100443607.pdbqt,0.666504,100
HIT102812219.pdbqt,0.66644,3.30784
HIT106698013.pdbqt,0.666082,100
HIT101455945.pdbqt,0.666056,100
HIT107186415.pdbqt,0.665856,100
HIT107433637.pdbqt,0.665852,100
HIT105441447.pdbqt,0.665645,100
HIT100035980.pdbqt,0.665192,100
HIT100654485.pdbqt,0.664698,100
HIT101200555.pdbqt,0.664278,100
HIT102690322.pdbqt,0.664111,100
HIT104605712.pdbqt,0.664048,100
HIT105925220.pdbqt,0.663867,100
HIT101930403.pdbqt,0.66365,100
HIT104115851.pdbqt,0.663385,5.01902
HIT102759415.pdbqt,0.663274,100
HIT102281835.pdbqt,0.66273,100
HIT102867326.pdbqt,0.662549,7.56304
HIT104741948.pdbqt,0.662546,100
HIT104213648.pdbqt,0.662298,100
HIT101821928.pdbqt,0.662138,100
HIT104712706.pdbqt,0.661535,100
HIT101968457.pdbqt,0.661219,100
HIT106179804.pdbqt,0.660496,100
HIT102334893.pdbqt,0.660443,100
HIT105511695.pdbqt,0.660291,100
HIT213609518.pdbqt,0.660231,100
HIT101586032.pdbqt,0.659628,100
HIT107009281.pdbqt,0.659534,100
HIT101225214.pdbqt,0.659417,6.86944
HIT103408573.pdbqt,0.659183,7.01496
HIT104295426.pdbqt,0.658397,100
HIT102146465.pdbqt,0.657988,100
HIT106903040.pdbqt,0.65793,100
HIT211744824.pdbqt,0.65778,100
HIT103966109.pdbqt,0.656899,6.03121
HIT102714970.pdbqt,0.656628,100
HIT100638560.pdbqt,0.656612,100
HIT211688568.pdbqt,0.656436,100
HIT101574838.pdbqt,0.656015,100
HIT104694713.pdbqt,0.655827,100
HIT103505854.pdbqt,0.655583,100
HIT101221977.pdbqt,0.655494,100
HIT102124920.pdbqt,0.655455,100
HIT105042541.pdbqt,0.655073,100
HIT102574094.pdbqt,0.654486,7.53787
HIT107616972.pdbqt,0.654444,100
HIT103930288.pdbqt,0.654322,100
HIT104524969.pdbqt,0.654276,100
HIT105793974.pdbqt,0.65415,100
HIT104399361.pdbqt,0.653927,100
HIT105865554.pdbqt,0.653724,100
HIT211472684.pdbqt,0.653642,100
HIT106867661.pdbqt,0.653546,100
HIT104125369.pdbqt,0.65348,100
HIT106248722.pdbqt,0.653215,100
HIT102747957.pdbqt,0.653046,100
HIT107447631.pdbqt,0.652369,100
HIT100049001.pdbqt,0.651571,100
HIT100906474.pdbqt,0.651401,100
HIT107295989.pdbqt,0.650905,100
HIT101775194.pdbqt,0.650807,100
HIT100941962.pdbqt,0.650304,100
HIT101658498.pdbqt,0.650204,100
HIT103728225.pdbqt,0.650133,100
HIT102103472.pdbqt,0.65012,100
HIT104749195.pdbqt,0.6499,100
HIT102654676.pdbqt,0.649429,100
HIT105403822.pdbqt,0.649373,5.89094
HIT101184986.pdbqt,0.648946,100
HIT102890530.pdbqt,0.648813,8.72116
HIT104028360.pdbqt,0.64861,100
HIT105403325.pdbqt,0.648547,100
HIT103383807.pdbqt,0.648477,100
HIT100016832.pdbqt,0.647713,100
HIT106700628.pdbqt,0.647561,100
HIT107369617.pdbqt,0.64659,100
HIT105754957.pdbqt,0.64618,100
HIT105778245.pdbqt,0.645985,100
HIT105566118.pdbqt,0.645978,100
HIT105184053.pdbqt,0.645971,100
HIT104435961.pdbqt,0.645931,100
HIT102297722.pdbqt,0.644651,100
HIT106838226.pdbqt,0.644442,100
HIT105787630.pdbqt,0.644386,100
HIT104517942.pdbqt,0.644163,5.11102
HIT211737751.pdbqt,0.642807,100
HIT211723880.pdbqt,0.64273,100
HIT100297882.pdbqt,0.642647,100
HIT100698466.pdbqt,0.642539,100
HIT104146800.pdbqt,0.642008,100
HIT100301681.pdbqt,0.640921,100
HIT101400982.pdbqt,0.640792,100
HIT103710111.pdbqt,0.640738,100
HIT211472629.pdbqt,0.640069,100
HIT101475449.pdbqt,0.639931,100
HIT211492714.pdbqt,0.639743,100
HIT211471822.pdbqt,0.639593,5.96256
HIT107264664.pdbqt,0.639484,100
HIT104120975.pdbqt,0.639334,100
HIT106700006.pdbqt,0.639103,100
HIT101795874.pdbqt,0.638023,100
HIT102852874.pdbqt,0.63791,100
HIT104594431.pdbqt,0.637709,100
HIT101553286.pdbqt,0.637112,100
HIT106511008.pdbqt,0.636918,100
HIT100144068.pdbqt,0.636521,100
HIT101147504.pdbqt,0.635828,100
HIT103631613.pdbqt,0.635552,4.46121
HIT106648954.pdbqt,0.634945,100
HIT103834077.pdbqt,0.634594,100
HIT100774635.pdbqt,0.634195,100
HIT102082560.pdbqt,0.634056,100
HIT213607733.pdbqt,0.633865,100
HIT104628136.pdbqt,0.633575,5.17182
HIT103106887.pdbqt,0.633475,100
HIT106623818.pdbqt,0.633446,100
HIT107630031.pdbqt,0.633381,100
HIT106126278.pdbqt,0.633238,100
HIT107713849.pdbqt,0.633028,100
HIT102216175.pdbqt,0.632463,100
HIT105028108.pdbqt,0.632334,8.30619
HIT104200433.pdbqt,0.632057,100
HIT104653613.pdbqt,0.631941,100
HIT103474603.pdbqt,0.631781,100
HIT102031818.pdbqt,0.631656,100
HIT100681952.pdbqt,0.63162,100
HIT107495502.pdbqt,0.631249,100
HIT100301900.pdbqt,0.63078,100
HIT106001167.pdbqt,0.630352,100
HIT103784782.pdbqt,0.62972,100
HIT105434182.pdbqt,0.629675,100
HIT105006775.pdbqt,0.629381,100
HIT103370291.pdbqt,0.62931,100
HIT102411691.pdbqt,0.628884,100
HIT102329430.pdbqt,0.628796,100
HIT107355145.pdbqt,0.628275,100
HIT107161879.pdbqt,0.628228,100
HIT107564654.pdbqt,0.627824,5.21171
HIT103951316.pdbqt,0.627778,100
HIT103619892.pdbqt,0.627711,100
HIT105632664.pdbqt,0.627585,100
HIT106486942.pdbqt,0.627552,100
HIT101053317.pdbqt,0.627516,4.3327
HIT105052714.pdbqt,0.627285,100
HIT101053797.pdbqt,0.626955,5.1454
HIT103673773.pdbqt,0.626052,100
HIT101023568.pdbqt,0.625901,100
HIT106582524.pdbqt,0.625709,100
HIT106940664.pdbqt,0.625574,100
HIT102635310.pdbqt,0.625501,100
HIT105506623.pdbqt,0.625385,100
HIT211688566.pdbqt,0.625326,4.82425
HIT102765553.pdbqt,0.625294,100
HIT100004257.pdbqt,0.624979,100
HIT101215290.pdbqt,0.624949,100
HIT103002929.pdbqt,0.624784,100
HIT107117095.pdbqt,0.62449,100
HIT105096551.pdbqt,0.624123,100
HIT103098606.pdbqt,0.624016,6.1452
HIT103070811.pdbqt,0.623989,5.35286
HIT106810858.pdbqt,0.623776,100
HIT107048225.pdbqt,0.62344,100
HIT106155205.pdbqt,0.623158,100
HIT102688453.pdbqt,0.623097,100
HIT105350909.pdbqt,0.623032,100
HIT106146975.pdbqt,0.622753,100
HIT101128606.pdbqt,0.6224,100
HIT104608329.pdbqt,0.621943,100
HIT104924633.pdbqt,0.621435,100
HIT105306986.pdbqt,0.620863,100
HIT106275811.pdbqt,0.62081,100
HIT106955437.pdbqt,0.620179,100
HIT100490893.pdbqt,0.620062,100
HIT100634147.pdbqt,0.620039,100
HIT100962294.pdbqt,0.619987,100
HIT105028481.pdbqt,0.619805,100
HIT104039851.pdbqt,0.619646,100
HIT102183961.pdbqt,0.619635,100
HIT103319485.pdbqt,0.619456,100
HIT105632198.pdbqt,0.618707,100
HIT106221855.pdbqt,0.618534,100
HIT103975536.pdbqt,0.618474,100
HIT103942043.pdbqt,0.617589,100
HIT100224027.pdbqt,0.617566,100
HIT107162305.pdbqt,0.617469,100
HIT106325798.pdbqt,0.617385,100
HIT211688574.pdbqt,0.616702,100
HIT101949196.pdbqt,0.616519,100
HIT103123639.pdbqt,0.616165,100
HIT103847410.pdbqt,0.615936,100
HIT106455276.pdbqt,0.615658,100
HIT100739656.pdbqt,0.614566,100
HIT107505252.pdbqt,0.614323,6.03174
HIT103132228.pdbqt,0.613875,100
HIT100078960.pdbqt,0.613842,100
HIT103649482.pdbqt,0.613099,100
HIT107539513.pdbqt,0.612879,100
HIT100373911.pdbqt,0.612828,100
HIT211472783.pdbqt,0.612721,100
HIT100563926.pdbqt,0.612021,100
HIT102504895.pdbqt,0.611595,100
HIT101181724.pdbqt,0.611037,100
HIT107618885.pdbqt,0.61103,100
HIT100541590.pdbqt,0.610997,100
HIT211745669.pdbqt,0.610776,100
HIT104772495.pdbqt,0.610684,100
HIT107446839.pdbqt,0.610615,100
HIT106977916.pdbqt,0.610224,100
HIT101195091.pdbqt,0.610158,100
HIT107271559.pdbqt,0.610139,100
HIT100133017.pdbqt,0.60974,100
HIT106118320.pdbqt,0.60953,100
HIT211338354.pdbqt,0.60923,100
HIT103998601.pdbqt,0.609218,100
HIT106885689.pdbqt,0.608755,100
HIT106968809.pdbqt,0.60868,100
HIT102245152.pdbqt,0.608468,4.38396
HIT101801842.pdbqt,0.608224,100
HIT104849039.pdbqt,0.608162,100
HIT104619134.pdbqt,0.608156,100
HIT100104131.pdbqt,0.607849,100
HIT105447852.pdbqt,0.60698,100
HIT102589629.pdbqt,0.606911,100
HIT107158663.pdbqt,0.606655,100
HIT102067458.pdbqt,0.606364,100
HIT104503016.pdbqt,0.606179,100
HIT106822066.pdbqt,0.605782,100
HIT100677782.pdbqt,0.605562,6.19409
HIT107110304.pdbqt,0.605456,100
HIT100920090.pdbqt,0.605231,100
HIT102429093.pdbqt,0.604348,100
HIT106624926.pdbqt,0.604275,100
HIT101467175.pdbqt,0.603897,100
HIT107495939.pdbqt,0.603363,100
HIT102323985.pdbqt,0.603283,100
HIT102400904.pdbqt,0.603251,3.90669
HIT104776374.pdbqt,0.602781,100
HIT103557280.pdbqt,0.601772,100
HIT106739226.pdbqt,0.601378,100
HIT104702233.pdbqt,0.601308,100
HIT105560658.pdbqt,0.600763,100
HIT103965552.pdbqt,0.600713,100
HIT105452499.pdbqt,0.600532,100
HIT107587705.pdbqt,0.599871,100
HIT104144894.pdbqt,0.599788,100
HIT104171738.pdbqt,0.599651,100
HIT103845647.pdbqt,0.59965,100
HIT104776678.pdbqt,0.599227,8.65131
HIT107506362.pdbqt,0.599009,100
HIT105195121.pdbqt,0.598617,100
HIT106748186.pdbqt,0.598503,100
HIT100433200.pdbqt,0.598388,100
HIT104255822.pdbqt,0.59795,100
HIT101477440.pdbqt,0.59793,100
HIT101500287.pdbqt,0.597219,100
HIT102109906.pdbqt,0.597146,100
HIT104760624.pdbqt,0.596761,100
HIT101959574.pdbqt,0.596721,100
HIT100320896.pdbqt,0.596534,100
HIT106480097.pdbqt,0.596276,6.70305
HIT100447011.pdbqt,0.596252,100
HIT100651268.pdbqt,0.59619,100
HIT103636520.pdbqt,0.596165,100
HIT100299440.pdbqt,0.595881,100
HIT105855444.pdbqt,0.595201,100
HIT100961750.pdbqt,0.594875,100
HIT104860752.pdbqt,0.594706,100
HIT100436991.pdbqt,0.594586,100
HIT106278915.pdbqt,0.594419,100
HIT106545114.pdbqt,0.594312,100
HIT105878381.pdbqt,0.594248,100
HIT102015928.pdbqt,0.593961,100
HIT101366678.pdbqt,0.593771,100
HIT105440713.pdbqt,0.593462,100
HIT104293371.pdbqt,0.59336,100
HIT106524874.pdbqt,0.59257,100
HIT105332259.pdbqt,0.592539,100
HIT103256619.pdbqt,0.592255,100
HIT104668143.pdbqt,0.591708,100
HIT103472919.pdbqt,0.591684,100
HIT100403483.pdbqt,0.591614,100
HIT107517211.pdbqt,0.591564,100
HIT100190619.pdbqt,0.591538,100
HIT100764032.pdbqt,0.59122,100
HIT102762449.pdbqt,0.591015,100
HIT107103076.pdbqt,0.590118,100
HIT211685694.pdbqt,0.590086,100
HIT102292491.pdbqt,0.589592,100
HIT100218097.pdbqt,0.58871,6.86474
HIT211347377.pdbqt,0.588672,100
HIT211500905.pdbqt,0.588533,100
HIT213609738.pdbqt,0.588004,100
HIT104470627.pdbqt,0.587884,100
HIT100270217.pdbqt,0.58749,100
HIT104790623.pdbqt,0.58611,100
HIT106007538.pdbqt,0.585884,100
HIT100133001.pdbqt,0.585818,100
HIT107096347.pdbqt,0.585733,100
HIT106170340.pdbqt,0.585078,100
HIT102175733.pdbqt,0.584747,100
HIT107662633.pdbqt,0.584527,100
HIT106167876.pdbqt,0.58452,100
HIT107346530.pdbqt,0.583946,100
HIT106852409.pdbqt,0.583569,100
HIT100031508.pdbqt,0.583549,100
HIT103037715.pdbqt,0.583529,100
HIT213610170.pdbqt,0.58332,100
HIT106783319.pdbqt,0.583197,100
HIT104929873.pdbqt,0.583035,100
HIT107149667.pdbqt,0.583026,3.31999
HIT211723590.pdbqt,0.582892,100
HIT105213719.pdbqt,0.582765,100
HIT105218255.pdbqt,0.582554,100
HIT102603182.pdbqt,0.582512,100
HIT105393252.pdbqt,0.582297,6.7785
HIT103697436.pdbqt,0.582188,100
HIT100704316.pdbqt,0.581957,100
HIT211336598.pdbqt,0.581953,100
HIT103176108.pdbqt,0.58152,100
HIT106580376.pdbqt,0.581279,100
HIT100919977.pdbqt,0.581227,100
HIT100067522.pdbqt,0.581202,100
HIT106558058.pdbqt,0.580852,100
HIT101061284.pdbqt,0.580464,100
HIT104670422.pdbqt,0.580406,100
HIT100736905.pdbqt,0.580399,100
HIT102237666.pdbqt,0.580364,100
HIT107699219.pdbqt,0.580118,100
HIT100913036.pdbqt,0.57994,6.04681
HIT102380607.pdbqt,0.579939,100
HIT105146062.pdbqt,0.579769,100
HIT102140154.pdbqt,0.579361,100
HIT105285939.pdbqt,0.578496,100
HIT106105303.pdbqt,0.578238,100
HIT103323774.pdbqt,0.578025,6.49242
HIT102561831.pdbqt,0.577775,100
HIT101071677.pdbqt,0.577482,100
HIT105438153.pdbqt,0.577404,100
HIT104120835.pdbqt,0.577182,100
HIT100815340.pdbqt,0.57697,100
HIT107256032.pdbqt,0.576705,100
HIT101733889.pdbqt,0.576635,100
HIT106675961.pdbqt,0.57656,100
HIT102241726.pdbqt,0.575996,100
HIT103383230.pdbqt,0.575797,100
HIT102597688.pdbqt,0.575707,100
HIT101288033.pdbqt,0.575248,100
HIT107106255.pdbqt,0.574554,100
HIT100016598.pdbqt,0.574484,100
HIT107350424.pdbqt,0.574151,100
HIT106692582.pdbqt,0.574094,100
HIT101516844.pdbqt,0.573846,100
HIT106400123.pdbqt,0.573513,6.04829
HIT102707196.pdbqt,0.573366,100
HIT211338345.pdbqt,0.57318,100
HIT102745170.pdbqt,0.573071,100
HIT102487560.pdbqt,0.572949,100
HIT105515841.pdbqt,0.572903,100
HIT211716590.pdbqt,0.572467,100
HIT211525201.pdbqt,0.572464,100
HIT104203050.pdbqt,0.572434,100
HIT106010598.pdbqt,0.571665,100
HIT105719444.pdbqt,0.571086,100
HIT103676127.pdbqt,0.570894,100
HIT101078893.pdbqt,0.570773,100
HIT211744808.pdbqt,0.570767,100
HIT103973555.pdbqt,0.570688,100
HIT100386980.pdbqt,0.570339,100
HIT104451705.pdbqt,0.570146,100
HIT102789602.pdbqt,0.569417,100
HIT211497424.pdbqt,0.569325,100
HIT101328721.pdbqt,0.569238,100
HIT106756157.pdbqt,0.569016,100
HIT100430899.pdbqt,0.568717,100
HIT106675106.pdbqt,0.56778,100
HIT103041005.pdbqt,0.567663,100
HIT100818173.pdbqt,0.567297,100
HIT105461346.pdbqt,0.567295,100
HIT103080660.pdbqt,0.566755,100
HIT101316485.pdbqt,0.566499,100
HIT101257631.pdbqt,0.566403,100
HIT100397101.pdbqt,0.566067,100
HIT105151101.pdbqt,0.565975,100
HIT107656613.pdbqt,0.565487,100
HIT100967702.pdbqt,0.565386,100
HIT103425645.pdbqt,0.564592,7.60543
HIT104468497.pdbqt,0.564572,100
HIT102324188.pdbqt,0.564406,100
HIT103470737.pdbqt,0.564385,100
HIT100239722.pdbqt,0.563957,100
HIT102673695.pdbqt,0.563866,100
HIT101701411.pdbqt,0.562308,5.99077
HIT101219456.pdbqt,0.562258,100
HIT102867956.pdbqt,0.562185,6.68609
HIT104248913.pdbqt,0.56208,100
HIT107177439.pdbqt,0.561768,6.67116
HIT105695000.pdbqt,0.561474,100
HIT103192667.pdbqt,0.56126,100
HIT100733023.pdbqt,0.560912,100
HIT102359729.pdbqt,0.560708,100
HIT105324730.pdbqt,0.560697,100
HIT106388762.pdbqt,0.560648,100
HIT107030859.pdbqt,0.55981,100
HIT102278811.pdbqt,0.559307,100
HIT107456427.pdbqt,0.559202,100
HIT100394940.pdbqt,0.559112,100
HIT106091052.pdbqt,0.559089,100
HIT104934537.pdbqt,0.559014,100
HIT106366315.pdbqt,0.559002,5.84384
HIT103724004.pdbqt,0.558949,100
HIT101500476.pdbqt,0.558937,100
HIT106436821.pdbqt,0.558554,100
HIT105499568.pdbqt,0.558443,100
HIT107678957.pdbqt,0.558422,100
HIT105423187.pdbqt,0.558393,100
HIT211468181.pdbqt,0.558054,100
HIT100683642.pdbqt,0.557732,100
HIT211341787.pdbqt,0.557674,100
HIT107111093.pdbqt,0.557645,100
HIT104000656.pdbqt,0.557375,100
HIT104735036.pdbqt,0.556827,100
HIT104041997.pdbqt,0.556809,100
HIT107682442.pdbqt,0.556695,100
HIT103523256.pdbqt,0.556271,100
HIT106523078.pdbqt,0.555136,100
HIT103539346.pdbqt,0.554602,100
HIT102413493.pdbqt,0.554547,100
HIT105118458.pdbqt,0.554522,100
HIT101732346.pdbqt,0.554439,100
HIT100449118.pdbqt,0.554285,6.30091
HIT102909623.pdbqt,0.554149,100
HIT101372545.pdbqt,0.553854,100
HIT102102847.pdbqt,0.553798,100
HIT102123272.pdbqt,0.553636,100
HIT106833126.pdbqt,0.553485,100
HIT104725310.pdbqt,0.553096,7.85591
HIT106828473.pdbqt,0.552897,100
HIT102469066.pdbqt,0.55277,100
HIT106982948.pdbqt,0.552673,100
HIT107416386.pdbqt,0.552621,100
HIT100670613.pdbqt,0.552411,100
HIT106367744.pdbqt,0.552256,100
HIT100628456.pdbqt,0.552235,100
HIT107461457.pdbqt,0.552131,100
HIT102591059.pdbqt,0.551586,100
HIT100232617.pdbqt,0.551474,7.28822
HIT104926476.pdbqt,0.551019,100
HIT105978880.pdbqt,0.550909,100
HIT100211704.pdbqt,0.550434,100
HIT105406305.pdbqt,0.549999,100
HIT100399206.pdbqt,0.549488,100
HIT103780316.pdbqt,0.549445,100
HIT101037609.pdbqt,0.54944,7.45713
HIT103662595.pdbqt,0.549306,100
HIT106145660.pdbqt,0.549194,100
HIT107362403.pdbqt,0.549053,6.12156
HIT107623065.pdbqt,0.548961,4.45586
HIT100283775.pdbqt,0.548724,100
HIT101645684.pdbqt,0.548484,7.85307
HIT100584025.pdbqt,0.547892,7.77759
HIT105478641.pdbqt,0.546837,100
HIT105231218.pdbqt,0.546364,100
HIT100064812.pdbqt,0.546086,100
HIT106905156.pdbqt,0.545355,100
HIT105586928.pdbqt,0.545339,100
HIT102691363.pdbqt,0.545321,100
HIT103130628.pdbqt,0.545224,100
HIT100814924.pdbqt,0.545137,100
HIT107173252.pdbqt,0.544665,100
HIT211723786.pdbqt,0.544584,100
HIT101430097.pdbqt,0.544378,100
HIT106877975.pdbqt,0.544328,100
HIT103701287.pdbqt,0.544109,100
HIT102939698.pdbqt,0.544023,100
HIT105037842.pdbqt,0.543516,100
HIT106046394.pdbqt,0.543245,100
HIT103795322.pdbqt,0.54313,100
HIT105087476.pdbqt,0.542244,100
HIT105388334.pdbqt,0.541987,100
HIT107722561.pdbqt,0.541884,100
HIT106025054.pdbqt,0.541354,100
HIT100330606.pdbqt,0.540935,100
HIT101524868.pdbqt,0.540875,100
HIT103679969.pdbqt,0.540785,100
HIT105475225.pdbqt,0.540425,100
HIT100433290.pdbqt,0.540387,100
HIT104484335.pdbqt,0.540332,100
HIT106724651.pdbqt,0.540123,100
HIT104009976.pdbqt,0.540054,100
HIT107699285.pdbqt,0.539815,3.93557
HIT104162844.pdbqt,0.539452,100
HIT107719017.pdbqt,0.539178,100
HIT101186417.pdbqt,0.53889,100
HIT104807833.pdbqt,0.538463,100
HIT106265048.pdbqt,0.537924,100
HIT103671310.pdbqt,0.537911,100
HIT211685848.pdbqt,0.537765,100
HIT104481054.pdbqt,0.537533,100
HIT103004845.pdbqt,0.536261,100
HIT106411818.pdbqt,0.536247,100
HIT211502814.pdbqt,0.536049,100
HIT106843381.pdbqt,0.536041,100
HIT102432042.pdbqt,0.535504,100
HIT105262758.pdbqt,0.53532,100
HIT100541741.pdbqt,0.535069,7.24215
HIT101866671.pdbqt,0.534947,100
HIT104703453.pdbqt,0.534773,100
HIT107097773.pdbqt,0.534746,100
HIT101266974.pdbqt,0.534612,100
HIT211347343.pdbqt,0.534546,100
HIT101331084.pdbqt,0.534545,100
HIT102754642.pdbqt,0.534543,100
HIT107304484.pdbqt,0.533567,100
HIT101166189.pdbqt,0.533517,100
HIT105992180.pdbqt,0.533481,100
HIT101358618.pdbqt,0.533428,100
HIT101294021.pdbqt,0.533321,100
HIT100205674.pdbqt,0.532548,100
HIT102106938.pdbqt,0.532538,100
HIT106283477.pdbqt,0.532407,100
HIT106371343.pdbqt,0.531331,100
HIT102938871.pdbqt,0.531322,100
HIT106576188.pdbqt,0.531196,100
HIT106728203.pdbqt,0.531102,100
HIT100330282.pdbqt,0.530777,100
HIT105080897.pdbqt,0.530745,100
HIT100604707.pdbqt,0.530581,100
HIT100766544.pdbqt,0.530569,100
HIT100341728.pdbqt,0.530161,100
HIT107053565.pdbqt,0.529581,100
HIT211357632.pdbqt,0.529456,100
HIT103979095.pdbqt,0.529334,100
HIT101246699.pdbqt,0.529249,100
HIT211339897.pdbqt,0.529216,100
HIT101451458.pdbqt,0.529187,100
HIT211498609.pdbqt,0.529066,100
HIT104888218.pdbqt,0.528974,100
HIT103576268.pdbqt,0.528947,100
HIT102773295.pdbqt,0.528945,100
HIT107133105.pdbqt,0.528789,100
HIT100437174.pdbqt,0.528658,100
HIT100046453.pdbqt,0.527888,100
HIT106784280.pdbqt,0.527875,100
HIT105542426.pdbqt,0.527739,100
HIT100274067.pdbqt,0.527406,100
HIT102068619.pdbqt,0.526908,100
HIT101602380.pdbqt,0.526875,100
HIT103904437.pdbqt,0.526872,100
HIT107323948.pdbqt,0.526671,100
HIT107555120.pdbqt,0.526453,100
HIT106632251.pdbqt,0.526321,100
HIT106700875.pdbqt,0.525951,100
HIT100034699.pdbqt,0.525929,100
HIT107369535.pdbqt,0.525621,100
