standardized_smiles,rmsd,title_vina,Original_SMILES_vina,score_vina,title_glide,Original_SMILES_glide,score_glide,PharmFit_score,Total_RSA,Side_chain_RSA
CCCCc1nc2c3ccccc3n(CC(=O)N3CCN(c4ccccc4F)CC3)c(=O)n2n1,0.8250943288319152,HIT102421902.pdbqt,CCCCc1nc2c3ccccc3n(CC(=O)N3CCN(c4ccccc4F)CC3)c(=O)n2n1,-7.9,ligprep_chemdiv-stock1_02_400000_split-10_9.sdf:18937,CCCCc1nc2c3ccccc3n(CC(=O)N3CCN(c4ccccc4F)CC3)c(=O)n2n1,-6.62324,1.43634,0.3291722535533898,0.0481665571887412
CN(C)c1ccc(C(=O)N2CCCC(n3cc(-c4nc(-c5ccccc5)no4)nn3)C2)cc1,2.022525236535812,HIT105147811.pdbqt,CN(C)c1ccc(C(=O)N2CCCC(n3cc(-c4nc(-c5ccccc5)no4)nn3)C2)cc1,-7.8,ligprep_chemdiv-stock1_03_400000_split-10_7.sdf:37876,CN(C)c1ccc(C(=O)N2CCC[C@@H](n3cc(-c4nc(-c5ccccc5)no4)nn3)C2)cc1,-6.11456,1.43413,0.3093728571967876,0.0398855069991328
Cc1ccc(C2CCCN2C(=O)Nc2ccc(C)c(C)c2)cc1,1.5570071618890888,HIT100117399.pdbqt,Cc1ccc(C2CCCN2C(=O)Nc2ccc(C)c(C)c2)cc1,-7.8,ligprep_chemdiv-stock1_02_400000_split-10_1.sdf:5488,Cc1ccc([C@H]2CCCN2C(=O)Nc2ccc(C)c(C)c2)cc1,-6.02531,1.4332,0.3091130037788876,0.0424639336651725
Fc1cccc(Cl)c1C1C=C(c2ccc(Br)cc2)Nc2nc3ccccc3n21,2.069491523642601,HIT100143107.pdbqt,Fc1cccc(Cl)c1C1C=C(c2ccc(Br)cc2)Nc2nc3ccccc3n21,-8.5,ligprep_chemdiv-stock1_03_400000_split-10_3.sdf:24416,Fc1cccc(Cl)c1[C@@H]1C=C(c2ccc(Br)cc2)Nc2nc3ccccc3n21,-6.42909,1.4312,0.3236074958752434,0.0517226257198193
Cc1c(Cl)cccc1Nc1c(C(=O)N2CCCC2)cnc2ccc(F)cc12,0.4096830405370768,HIT105124992.pdbqt,Cc1c(Cl)cccc1Nc1c(C(=O)N2CCCC2)cnc2ccc(F)cc12,-7.9,ligprep_chemdiv-stock1_02_400000_split-10_4.sdf:3540,Cc1c(Cl)cccc1Nc1c(C(=O)N2CCCC2)cnc2ccc(F)cc12,-6.10322,1.42904,0.3129308451169008,0.0403342863692146
Fc1ccc(C2=CC(c3c(F)cccc3Cl)n3c(nc4ccccc43)N2)cc1,2.0677908189832523,HIT103637869.pdbqt,Fc1ccc(C2=CC(c3c(F)cccc3Cl)n3c(nc4ccccc43)N2)cc1,-8.5,ligprep_chemdiv-stock1_03_400000_split-10_3.sdf:24854,Fc1ccc(C2=C[C@@H](c3c(F)cccc3Cl)n3c(nc4ccccc43)N2)cc1,-6.6739,1.42737,0.3222874026922148,0.0503943796648135
Cc1ccccc1NC(=O)c1nn(-c2ccc(F)cc2)c2ccccc2c1=O,1.6562126543498494,HIT100271766.pdbqt,Cc1ccccc1NC(=O)c1nn(-c2ccc(F)cc2)c2ccccc2c1=O,-8.1,ligprep_chemdiv-stock1_03_400000_split-10_7.sdf:4219,Cc1ccccc1NC(=O)c1nn(-c2ccc(F)cc2)c2ccccc2c1=O,-5.85561,1.4269,0.3239647199214384,0.0441483797374797
Cc1ccc2c(Nc3ccccc3C(C)C)c(C(=O)N3CCCC3)cnc2n1,0.4649337041834175,HIT104631066.pdbqt,Cc1ccc2c(Nc3ccccc3C(C)C)c(C(=O)N3CCCC3)cnc2n1,-7.9,ligprep_chemdiv-stock1_03_400000_split-10_5.sdf:29024,Cc1ccc2c(Nc3ccccc3C(C)C)c(C(=O)N3CCCC3)cnc2n1,-6.13417,1.42416,0.3025229826794339,0.0420183918651165
CC1CCC(N2C(=O)C3C(C(=O)Nc4ccc(Cl)cc4)C4C=CC3(O4)C2C(=O)NC2CCCC(C)C2C)CC1,2.458896798232689,HIT211684072.pdbqt,CC1CCC(N2C(=O)[C@@H]3C(C(=O)Nc4ccc(Cl)cc4)[C@@H]4C=C[C@]3(O4)C2C(=O)NC2CCCC(C)C2C)CC1,-8.8,ligprep_chemdiv-stock1_01_400000_split-10_6.sdf:33938,C[C@@H]1[C@H](C)CCC[C@@H]1NC(=O)[C@@H]1N([C@H]2CC[C@@H](C)CC2)C(=O)[C@H]2[C@@H](C(=O)Nc3ccc(Cl)cc3)[C@@H]3C=C[C@]12O3,-5.87195,1.42026,0.3137308725241958,0.0391899862100362
Cc1cccc(Nc2c(C(=O)N3CCSCC3)cnc3ccc(F)cc23)c1C,2.118396155029284,HIT105817789.pdbqt,Cc1cccc(Nc2c(C(=O)N3CCSCC3)cnc3ccc(F)cc23)c1C,-7.9,ligprep_chemdiv-stock1_02_400000_split-10_4.sdf:3464,Cc1cccc(Nc2c(C(=O)N3CCSCC3)cnc3ccc(F)cc23)c1C,-5.85067,1.42021,0.3253642468769217,0.0473944224206023
C=CCc1cccc2cc(C(=O)NCCc3c(C)[nH]c4c(C)cccc34)c(=O)oc12,1.2391198735392783,HIT104740207.pdbqt,C=CCc1cccc2cc(C(=O)NCCc3c(C)[nH]c4c(C)cccc34)c(=O)oc12,-7.8,ligprep_chemdiv-stock1_01_400000_split-10_5.sdf:12132,C=CCc1cccc2cc(C(=O)NCCc3c(C)[nH]c4c(C)cccc34)c(=O)oc12,-6.19769,1.41996,0.3070198562094913,0.038823460118592
CCc1ccc2c(c1)c(-c1ccc(Cl)cc1)c(C(=O)NCC1CCCO1)n2C,1.6926416989639077,HIT101935575.pdbqt,CCc1ccc2c(c1)c(-c1ccc(Cl)cc1)c(C(=O)NCC1CCCO1)n2C,-8.0,ligprep_chemdiv-stock1_04_414266_split-10_9.sdf:5541,CCc1ccc2c(c1)c(-c1ccc(Cl)cc1)c(C(=O)NC[C@H]1CCCO1)n2C,-6.71297,1.41986,0.3087535938904645,0.0426911707664077
Cn1c(C(=O)N2CCN(c3cccc(Cl)c3)CC2)c(-c2ccc(Cl)cc2)c2cc(Cl)ccc21,0.6405230845318403,HIT102620142.pdbqt,Cn1c(C(=O)N2CCN(c3cccc(Cl)c3)CC2)c(-c2ccc(Cl)cc2)c2cc(Cl)ccc21,-8.4,ligprep_chemdiv-stock1_01_400000_split-10_6.sdf:15376,Cn1c(C(=O)N2CCN(c3cccc(Cl)c3)CC2)c(-c2ccc(Cl)cc2)c2cc(Cl)ccc21,-6.07635,1.41366,0.3216064485976575,0.0464146975458165
Cc1ccc(NC(=O)C2CC(=O)Nc3nc(SCc4ccccc4C)[nH]c(=O)c32)cc1C,1.1230902693572755,HIT101596217.pdbqt,Cc1ccc(NC(=O)C2CC(=O)Nc3nc(SCc4ccccc4C)[nH]c(=O)c32)cc1C,-8.4,ligprep_chemdiv-stock1_03_400000_split-10_2.sdf:3198,Cc1ccc(NC(=O)[C@H]2CC(=O)Nc3nc(SCc4ccccc4C)[nH]c(=O)c32)cc1C,-6.77448,1.41329,0.3199138686258783,0.0382914073098856
COc1ccc(-c2nn3c(c2C)NC(=O)CC3C(=O)Nc2cccc(F)c2)cc1,0.7894229562111197,HIT105282363.pdbqt,COc1ccc(-c2nn3c(c2C)NC(=O)CC3C(=O)Nc2cccc(F)c2)cc1,-7.7,ligprep_chemdiv-stock1_02_400000_split-10_2.sdf:6528,COc1ccc(-c2nn3c(c2C)NC(=O)C[C@H]3C(=O)Nc2cccc(F)c2)cc1,-6.48446,1.41166,0.3297658597800458,0.0490292146259995
Fc1cccc(Cl)c1C1C=C(c2ccc(Cl)cc2)Nc2nc3ccccc3n21,2.058891711576887,HIT106063524.pdbqt,Fc1cccc(Cl)c1C1C=C(c2ccc(Cl)cc2)Nc2nc3ccccc3n21,-8.5,ligprep_chemdiv-stock1_03_400000_split-10_3.sdf:24417,Fc1cccc(Cl)c1[C@@H]1C=C(c2ccc(Cl)cc2)Nc2nc3ccccc3n21,-6.66493,1.41151,0.3240009746884233,0.051925417185201
CN1C(=O)C(=NNC(=O)C(O)(c2ccccc2)c2ccccc2)c2ccccc21,0.6338471829860167,HIT211257419.pdbqt,CN1C(=O)/C(=N/NC(=O)C(O)(c2ccccc2)c2ccccc2)c2ccccc21,-7.8,ligprep_chemdiv-stock1_01_400000_split-10_0.sdf:20317,CN1C(=O)/C(=N/NC(=O)C(O)(c2ccccc2)c2ccccc2)c2ccccc21,-5.99294,1.40906,0.3230455211998167,0.0445967109971764
CC(C)c1ccc(C2=CC(c3c(F)cccc3Cl)n3c(nc4ccccc43)N2)cc1,2.0390489117886963,HIT107148031.pdbqt,CC(C)c1ccc(C2=CC(c3c(F)cccc3Cl)n3c(nc4ccccc43)N2)cc1,-8.8,ligprep_chemdiv-stock1_03_400000_split-10_3.sdf:24863,CC(C)c1ccc(C2=C[C@@H](c3c(F)cccc3Cl)n3c(nc4ccccc43)N2)cc1,-6.78275,1.40443,0.3188328696851166,0.0495848268407279
Cc1cccc(Nc2c(C(=O)N3CCCC3)cnc3ccc(F)cc23)c1C,2.094762387479784,HIT101976889.pdbqt,Cc1cccc(Nc2c(C(=O)N3CCCC3)cnc3ccc(F)cc23)c1C,-8.0,ligprep_chemdiv-stock1_02_400000_split-10_4.sdf:3533,Cc1cccc(Nc2c(C(=O)N3CCCC3)cnc3ccc(F)cc23)c1C,-5.93371,1.40326,0.3131187809792606,0.0406957338024323
COc1ccc(-c2nn3c(c2C)NC(=O)CC3C(=O)Nc2ccc(C(C)=O)cc2)cc1,0.7997688188147783,HIT106599986.pdbqt,COc1ccc(-c2nn3c(c2C)NC(=O)CC3C(=O)Nc2ccc(C(C)=O)cc2)cc1,-7.8,ligprep_chemdiv-stock1_02_400000_split-10_2.sdf:6435,COc1ccc(-c2nn3c(c2C)NC(=O)C[C@H]3C(=O)Nc2ccc(C(C)=O)cc2)cc1,-6.54322,1.40146,0.3294400055976731,0.0489942309027008
Cc1ccc(C2C=C(c3ccc(Br)cc3)Nc3ncnn32)c(C)c1,0.670836146163875,HIT107220531.pdbqt,Cc1ccc(C2C=C(c3ccc(Br)cc3)Nc3ncnn32)c(C)c1,-7.9,ligprep_chemdiv-stock1_03_400000_split-10_3.sdf:24224,Cc1ccc([C@H]2C=C(c3ccc(Br)cc3)Nc3ncnn32)c(C)c1,-6.67982,1.39847,0.3140735069257518,0.0403451939171685
CCOc1ccc2ncc(S(=O)(=O)c3ccccc3)c(N3CCN(c4ccc(OC)cc4)CC3)c2c1,0.8333103896841524,HIT104172399.pdbqt,CCOc1ccc2ncc(S(=O)(=O)c3ccccc3)c(N3CCN(c4ccc(OC)cc4)CC3)c2c1,-7.8,ligprep_chemdiv-stock1_01_400000_split-10_9.sdf:7388,CCOc1ccc2ncc(S(=O)(=O)c3ccccc3)c(N3CCN(c4ccc(OC)cc4)CC3)c2c1,-5.95776,1.39703,0.3117611471468181,0.0426435303345008
Cc1ccc2c(Nc3ccccc3C)c(C(=O)N3CCCC3)cnc2n1,0.6809214209719515,HIT106896627.pdbqt,Cc1ccc2c(Nc3ccccc3C)c(C(=O)N3CCCC3)cnc2n1,-7.8,ligprep_chemdiv-stock1_03_400000_split-10_5.sdf:28984,Cc1ccc2c(Nc3ccccc3C)c(C(=O)N3CCCC3)cnc2n1,-6.14268,1.39405,0.3002649237972665,0.042808669111144
CC(C)c1ccc(NC(=O)Nc2c(-c3ccc4c(c3)OCO4)n[nH]c2C2CC2)cc1,1.6896589038422318,HIT101259769.pdbqt,CC(C)c1ccc(NC(=O)Nc2c(-c3ccc4c(c3)OCO4)n[nH]c2C2CC2)cc1,-7.8,ligprep_chemdiv-stock1_04_414266_split-10_1.sdf:6443,CC(C)c1ccc(NC(=O)Nc2c(-c3ccc4c(c3)OCO4)n[nH]c2C2CC2)cc1,-6.28869,1.39384,0.3228316880373142,0.043413969713689
CCCN1C(=O)NC(=O)C2(Cc3cc([N+](=O)[O-])ccc3N3CCCC32)C1=O,1.3922959800006345,HIT101240776.pdbqt,CCCN1C(=O)NC(=O)C2(Cc3cc([N+](=O)[O-])ccc3N3CCCC32)C1=O,-8.0,ligprep_chemdiv-stock1_01_400000_split-10_5.sdf:31361,CCCN1C(=O)NC(=O)[C@@]2(Cc3cc([N+](=O)[O-])ccc3N3CCC[C@H]32)C1=O,-5.92395,1.39383,0.331213132681165,0.0545652278419831
CCOc1ccc(C2=CC(c3ccccc3F)n3nnnc3N2)cc1Cl,1.3467553351267274,HIT100292297.pdbqt,CCOc1ccc(C2=CC(c3ccccc3F)n3nnnc3N2)cc1Cl,-7.7,ligprep_chemdiv-stock1_03_400000_split-10_3.sdf:24641,CCOc1ccc(C2=C[C@H](c3ccccc3F)n3nnnc3N2)cc1Cl,-7.38406,1.3906,0.3050591394302175,0.0382914073098856
COc1ccc(N2C(=O)c3c(c4ccccc4n3C)C2c2cccc(OC)c2OC)cc1,0.6542109003887827,HIT106052704.pdbqt,COc1ccc(N2C(=O)c3c(c4ccccc4n3C)C2c2cccc(OC)c2OC)cc1,-7.7,ligprep_chemdiv-stock1_01_400000_split-10_9.sdf:15162,COc1ccc(N2C(=O)c3c(c4ccccc4n3C)[C@H]2c2cccc(OC)c2OC)cc1,-6.88057,1.39053,0.3126532221669315,0.0382914073098856
Fc1cccc(Cl)c1C1C=C(c2cccc(Br)c2)Nc2nnnn21,2.296847422011309,HIT104511626.pdbqt,Fc1cccc(Cl)c1C1C=C(c2cccc(Br)c2)Nc2nnnn21,-8.1,ligprep_chemdiv-stock1_03_400000_split-10_3.sdf:24844,Fc1cccc(Cl)c1[C@H]1C=C(c2cccc(Br)c2)Nc2nnnn21,-7.38168,1.39034,0.3144323713262043,0.0399334439635548
CC(C)c1ccc(C2CC(C(F)(F)F)n3nc(-c4nc5c6cnn(C)c6ncn5n4)cc3N2)cc1,1.775759123224286,HIT105751251.pdbqt,CC(C)c1ccc(C2CC(C(F)(F)F)n3nc(-c4nc5c6cnn(C)c6ncn5n4)cc3N2)cc1,-8.5,ligprep_chemdiv-stock1_04_414266_split-10_7.sdf:19038,CC(C)c1ccc([C@@H]2C[C@@H](C(F)(F)F)n3nc(-c4nc5c6cnn(C)c6ncn5n4)cc3N2)cc1,-6.68217,1.3878,0.3256978416323714,0.0461866405668502
CC(C)c1ccc(-c2cc(C(F)(F)F)n3nc(C(=O)N4N=C5C(=Cc6ccc(Br)cc6)CCCC5C4c4ccc(Br)cc4)cc3n2)cc1,1.4184205469905609,HIT102512826.pdbqt,CC(C)c1ccc(-c2cc(C(F)(F)F)n3nc(C(=O)N4N=C5/C(=C/c6ccc(Br)cc6)CCCC5C4c4ccc(Br)cc4)cc3n2)cc1,-8.5,ligprep_chemdiv-stock1_04_414266_split-10_8.sdf:13751,CC(C)c1ccc(-c2cc(C(F)(F)F)n3nc(C(=O)N4N=C5/C(=C/c6ccc(Br)cc6)CCC[C@@H]5[C@H]4c4ccc(Br)cc4)cc3n2)cc1,-5.95968,1.38678,0.3176160293437079,0.0474249309247257
Fc1cccc(C2C=C(c3ccc(Cl)cc3)Nc3nnnn32)c1,1.430551372115267,HIT101083747.pdbqt,Fc1cccc(C2C=C(c3ccc(Cl)cc3)Nc3nnnn32)c1,-8.0,ligprep_chemdiv-stock1_03_400000_split-10_3.sdf:24054,Fc1cccc([C@H]2C=C(c3ccc(Cl)cc3)Nc3nnnn32)c1,-7.42325,1.38457,0.318506420584549,0.0426164256497062
CCc1ccc(C2=CC(c3c(F)cccc3Cl)n3c(nc4ccccc43)N2)cc1,2.054766011764708,HIT103962420.pdbqt,CCc1ccc(C2=CC(c3c(F)cccc3Cl)n3c(nc4ccccc43)N2)cc1,-8.6,ligprep_chemdiv-stock1_03_400000_split-10_3.sdf:24857,CCc1ccc(C2=C[C@@H](c3c(F)cccc3Cl)n3c(nc4ccccc43)N2)cc1,-6.79975,1.38344,0.3207944586139626,0.0503280585357826
Cc1ccc(C(=O)N2CCC(F)(c3noc(-c4ccccc4)n3)C2)cn1,2.368996381462965,HIT104390031.pdbqt,Cc1ccc(C(=O)N2CCC(F)(c3noc(-c4ccccc4)n3)C2)cn1,-7.7,ligprep_chemdiv-stock1_04_414266_split-10_0.sdf:1505,Cc1ccc(C(=O)N2CC[C@](F)(c3noc(-c4ccccc4)n3)C2)cn1,-6.17534,1.38145,0.3173995652498947,0.0426001008545435
O=C1c2[nH]nc(-c3ccccc3O)c2C(c2cccc(Cl)c2)N1Cc1ccncc1,0.5514456627810208,HIT105444969.pdbqt,O=C1c2[nH]nc(-c3ccccc3O)c2C(c2cccc(Cl)c2)N1Cc1ccncc1,-7.8,ligprep_chemdiv-stock1_02_400000_split-10_0.sdf:3019,O=C1c2[nH]nc(-c3ccccc3O)c2[C@H](c2cccc(Cl)c2)N1Cc1ccncc1,-6.5977,1.37989,0.314920928296501,0.038441065448574
COc1ccccc1NC(=O)C1C(=O)CC(C)(O)C(C(=O)Nc2ccccc2OC)C1c1ccc(C(C)C)cc1,1.412561686263648,HIT106748210.pdbqt,COc1ccccc1NC(=O)C1C(=O)CC(C)(O)C(C(=O)Nc2ccccc2OC)C1c1ccc(C(C)C)cc1,-7.9,ligprep_chemdiv-stock1_01_400000_split-10_6.sdf:22907,COc1ccccc1NC(=O)[C@H]1C(=O)C[C@@](C)(O)[C@H](C(=O)Nc2ccccc2OC)[C@@H]1c1ccc(C(C)C)cc1,-6.16706,1.37802,0.3317858778892809,0.0508295022407325
O=C(Nc1cccc(Cl)c1Cl)c1cc2n(n1)C(C(F)(F)F)CC(c1ccc3c(c1)OCO3)N2,1.3816866372793664,HIT105394115.pdbqt,O=C(Nc1cccc(Cl)c1Cl)c1cc2n(n1)C(C(F)(F)F)CC(c1ccc3c(c1)OCO3)N2,-8.4,ligprep_chemdiv-stock1_03_400000_split-10_3.sdf:2208,O=C(Nc1cccc(Cl)c1Cl)c1cc2n(n1)[C@H](C(F)(F)F)C[C@@H](c1ccc3c(c1)OCO3)N2,-6.00153,1.37796,0.3048982239917301,0.041379620324054
COc1ccccc1OCCn1cc(C=C2Cc3ccccc3C2=O)c2ccccc21,1.1567930639933934,HIT211355967.pdbqt,COc1ccccc1OCCn1cc(/C=C2\Cc3ccccc3C2=O)c2ccccc21,-8.8,ligprep_chemdiv-stock1_01_400000_split-10_7.sdf:3616,COc1ccccc1OCCn1cc(/C=C2\Cc3ccccc3C2=O)c2ccccc21,-5.86902,1.37709,0.298988694976633,0.0382914073098856
Fc1ccccc1C1C=C(c2ccc(I)cc2)Nc2ncnn21,1.1105771501889188,HIT104981424.pdbqt,Fc1ccccc1C1C=C(c2ccc(I)cc2)Nc2ncnn21,-7.9,ligprep_chemdiv-stock1_03_400000_split-10_3.sdf:24454,Fc1ccccc1[C@H]1C=C(c2ccc(I)cc2)Nc2ncnn21,-6.59221,1.37617,0.3100050693050494,0.0382914073098856
COc1ccc(-c2cc(C(F)F)c3c(N)c(C(=O)c4ccc5c(c4)OCO5)sc3n2)cc1,2.3858448998729984,HIT103155616.pdbqt,COc1ccc(-c2cc(C(F)F)c3c(N)c(C(=O)c4ccc5c(c4)OCO5)sc3n2)cc1,-8.0,ligprep_chemdiv-stock1_01_400000_split-10_6.sdf:18201,COc1ccc(-c2cc(C(F)F)c3c(N)c(C(=O)c4ccc5c(c4)OCO5)sc3n2)cc1,-6.09403,1.3757,0.3164118181706242,0.0519403914125833
Cc1nc2c3c(ncn2n1)Oc1ccc2ccccc2c1C3c1ccco1,0.9551176233555976,HIT102527172.pdbqt,Cc1nc2c3c(ncn2n1)Oc1ccc2ccccc2c1C3c1ccco1,-7.7,ligprep_chemdiv-stock1_04_414266_split-10_8.sdf:41341,Cc1nc2c3c(ncn2n1)Oc1ccc2ccccc2c1[C@@H]3c1ccco1,-6.44217,1.37252,0.3122129564927565,0.0382914073098856
Cc1ccc(Nc2ccc3noc4c3c2C(=O)c2ccccc2-4)cc1,0.4505628835134982,HIT101416095.pdbqt,Cc1ccc(Nc2ccc3noc4c3c2C(=O)c2ccccc2-4)cc1,-7.8,ligprep_chemdiv-stock1_01_400000_split-10_0.sdf:2716,Cc1ccc(Nc2ccc3noc4c3c2C(=O)c2ccccc2-4)cc1,-6.47294,1.37132,0.3229685002949893,0.0466875779078372
Cc1ccc(-c2cc3c(n2-c2ccc(C)cc2C)CC(C)(C)CC3=O)cc1,1.0263695479158024,HIT100432059.pdbqt,Cc1ccc(-c2cc3c(n2-c2ccc(C)cc2C)CC(C)(C)CC3=O)cc1,-8.2,ligprep_chemdiv-stock1_01_400000_split-10_8.sdf:21540,Cc1ccc(-c2cc3c(n2-c2ccc(C)cc2C)CC(C)(C)CC3=O)cc1,-6.03739,1.36999,0.3139846070427295,0.0382914073098856
COc1cccc2cc(C(=O)NCCc3c(C)[nH]c4ccc(C)cc34)c(=O)oc12,1.7146023472835747,HIT106819093.pdbqt,COc1cccc2cc(C(=O)NCCc3c(C)[nH]c4ccc(C)cc34)c(=O)oc12,-7.7,ligprep_chemdiv-stock1_01_400000_split-10_5.sdf:7435,COc1cccc2cc(C(=O)NCCc3c(C)[nH]c4ccc(C)cc34)c(=O)oc12,-5.8563,1.36964,0.3082600168675127,0.0382914073098856
O=C(NCC(c1ccco1)S(=O)(=O)c1ccccc1)c1ccc(C(F)(F)F)cc1,2.4215372393841355,HIT211493925.pdbqt,O=C(NCC(c1ccco1)S(=O)(=O)c1ccccc1)c1ccc(C(F)(F)F)cc1,-7.8,ligprep_chemdiv-stock1_02_400000_split-10_9.sdf:12045,O=C(NC[C@H](c1ccco1)S(=O)(=O)c1ccccc1)c1ccc(C(F)(F)F)cc1,-6.29648,1.36931,0.331939163887648,0.0500950452778536
NC(=O)CN1CCn2c3c(c4cc(C5CCCCC5)ccc42)CCCC31,0.854135100780091,HIT107107210.pdbqt,NC(=O)CN1CCn2c3c(c4cc(C5CCCCC5)ccc42)CCCC31,-8.3,ligprep_chemdiv-stock1_01_400000_split-10_9.sdf:34521,NC(=O)CN1CCn2c3c(c4cc(C5CCCCC5)ccc42)CCC[C@H]31,-6.00868,1.36721,0.3195604327326478,0.0411897164044691
CC1(C)C(=O)NC(=S)N2C(=O)CC(C(=O)Nc3ccc(Cl)cc3)N21,2.462041524663357,HIT106823612.pdbqt,CC1(C)C(=O)NC(=S)N2C(=O)CC(C(=O)Nc3ccc(Cl)cc3)N21,-7.8,ligprep_chemdiv-stock1_01_400000_split-10_6.sdf:4922,CC1(C)C(=O)NC(=S)N2C(=O)C[C@@H](C(=O)Nc3ccc(Cl)cc3)N21,-6.2577,1.36598,0.3304588925844851,0.0509721455577558
O=C(NCc1ccccc1)c1cc2n(n1)C(C(F)(F)F)CC(c1ccccc1)N2,0.8138287161991437,HIT101915308.pdbqt,O=C(NCc1ccccc1)c1cc2n(n1)C(C(F)(F)F)CC(c1ccccc1)N2,-7.7,ligprep_chemdiv-stock1_01_400000_split-10_1.sdf:10246,O=C(NCc1ccccc1)c1cc2n(n1)[C@H](C(F)(F)F)C[C@@H](c1ccccc1)N2,-6.55034,1.36446,0.3291300815997214,0.048176990377036
COc1ccc(NC(=O)c2ncoc2-c2ccccc2C(=O)N2CCOCC2)cc1OC,0.8877517718582701,HIT104042221.pdbqt,COc1ccc(NC(=O)c2ncoc2-c2ccccc2C(=O)N2CCOCC2)cc1OC,-7.9,ligprep_chemdiv-stock1_03_400000_split-10_5.sdf:6627,COc1ccc(NC(=O)c2ncoc2-c2ccccc2C(=O)N2CCOCC2)cc1OC,-6.01942,1.36166,0.3212047645140793,0.0431089001274699
Cc1ccc(NC2=C(Sc3cccc(NC(=O)c4cccc(Cl)c4)c3)C(=O)N(Cc3ccco3)C2=O)cc1C,1.9260057477881047,HIT100311774.pdbqt,Cc1ccc(NC2=C(Sc3cccc(NC(=O)c4cccc(Cl)c4)c3)C(=O)N(Cc3ccco3)C2=O)cc1C,-7.9,ligprep_chemdiv-stock1_04_414266_split-10_3.sdf:40284,Cc1ccc(NC2=C(Sc3cccc(NC(=O)c4cccc(Cl)c4)c3)C(=O)N(Cc3ccco3)C2=O)cc1C,-6.47426,1.3615,0.315610565905324,0.03981224421745
Cn1c(=O)c(C(=O)N2CCC(Cc3ccccc3)CC2)nn(-c2ccc(F)cc2)c1=O,1.2635398001058826,HIT107305165.pdbqt,Cn1c(=O)c(C(=O)N2CCC(Cc3ccccc3)CC2)nn(-c2ccc(F)cc2)c1=O,-8.2,ligprep_chemdiv-stock1_02_400000_split-10_8.sdf:18843,Cn1c(=O)c(C(=O)N2CCC(Cc3ccccc3)CC2)nn(-c2ccc(F)cc2)c1=O,-6.0458,1.36081,0.3132452670276943,0.041340026484524
Cc1coc2c(C)c3oc(=O)c(CCC(=O)N4CCCC4C(N)=O)c(C)c3cc12,2.0255898999448587,HIT105822437.pdbqt,Cc1coc2c(C)c3oc(=O)c(CCC(=O)N4CCCC4C(N)=O)c(C)c3cc12,-7.9,ligprep_chemdiv-stock1_04_414266_split-10_5.sdf:759,Cc1coc2c(C)c3oc(=O)c(CCC(=O)N4CCC[C@H]4C(N)=O)c(C)c3cc12,-7.06962,1.35688,0.3259011150667037,0.0437708641722602
CC(C)c1ccc(C2=CC(c3cccc(Cl)c3)n3nnnc3N2)cc1,0.8345754894555675,HIT103199636.pdbqt,CC(C)c1ccc(C2=CC(c3cccc(Cl)c3)n3nnnc3N2)cc1,-7.7,ligprep_chemdiv-stock1_03_400000_split-10_3.sdf:24919,CC(C)c1ccc(C2=C[C@H](c3cccc(Cl)c3)n3nnnc3N2)cc1,-7.40784,1.35647,0.3132721923823671,0.0399733881429485
Cc1cc(=O)oc2c(C)c(O)c(-c3cc4cc(F)ccc4[nH]3)cc12,0.2609689022022859,HIT104511108.pdbqt,Cc1cc(=O)oc2c(C)c(O)c(-c3cc4cc(F)ccc4[nH]3)cc12,-8.1,ligprep_chemdiv-stock1_04_414266_split-10_5.sdf:5766,Cc1cc(=O)oc2c(C)c(O)c(-c3cc4cc(F)ccc4[nH]3)cc12,-6.7014,1.35538,0.3103608838172789,0.0455643100493651
Cn1c(=O)c2[nH]c(N3CCN(C4CC(=O)N(c5ccccc5)C4=O)CC3)nc2n(C)c1=O,2.1751760896390664,HIT105312175.pdbqt,Cn1c(=O)c2[nH]c(N3CCN(C4CC(=O)N(c5ccccc5)C4=O)CC3)nc2n(C)c1=O,-8.1,ligprep_chemdiv-stock1_04_414266_split-10_9.sdf:4163,Cn1c(=O)c2[nH]c(N3CCN([C@@H]4CC(=O)N(c5ccccc5)C4=O)CC3)nc2n(C)c1=O,-5.94517,1.35324,0.3174254755533684,0.0458117058796816
Cc1cccc(C(=O)N2C3CCC2c2cnc(-c4ccccc4)nc2C3)c1,0.6759553146528314,HIT211723778.pdbqt,Cc1cccc(C(=O)N2[C@H]3CC[C@@H]2c2cnc(-c4ccccc4)nc2C3)c1,-8.1,ligprep_chemdiv-stock1_03_400000_split-10_8.sdf:6722,Cc1cccc(C(=O)N2[C@H]3CC[C@@H]2c2cnc(-c4ccccc4)nc2C3)c1,-6.0829,1.35181,0.3133498105870689,0.0410105896904087
O=C(c1cnc2ccc(F)cc2c1Nc1cccc(Cl)c1)N1CCOCC1,2.005016591046162,HIT103602116.pdbqt,O=C(c1cnc2ccc(F)cc2c1Nc1cccc(Cl)c1)N1CCOCC1,-7.7,ligprep_chemdiv-stock1_02_400000_split-10_4.sdf:3419,O=C(c1cnc2ccc(F)cc2c1Nc1cccc(Cl)c1)N1CCOCC1,-5.95524,1.35178,0.3114754927022216,0.0401108298431257
