standardized_smiles,rmsd,title_vina,Original_SMILES_vina,score_vina,title_glide,Original_SMILES_glide,score_glide,PharmFit_score
COc1ccc(-c2nc3ccccc3c(=O)n2-c2ccc3ccccc3c2)cc1,1.408121433218618,HIT104790623.pdbqt,COc1ccc(-c2nc3ccccc3c(=O)n2-c2ccc3ccccc3c2)cc1,-7.8,ligprep_chemdiv-stock1_04_414266_split-10_8.sdf:35623,COc1ccc(-c2nc3ccccc3c(=O)n2-c2ccc3ccccc3c2)cc1,-6.29983,0.58611
Cn1nc(-c2ccccc2)cc1C1C(C#N)=C(N)OC2=C1C(=O)CC(C)(C)C2,0.5376778566204857,HIT106007538.pdbqt,Cn1nc(-c2ccccc2)cc1C1C(C#N)=C(N)OC2=C1C(=O)CC(C)(C)C2,-7.9,ligprep_chemdiv-stock1_04_414266_split-10_7.sdf:37000,Cn1nc(-c2ccccc2)cc1[C@@H]1C(C#N)=C(N)OC2=C1C(=O)CC(C)(C)C2,-5.98297,0.585884
O=C(Nc1ccc(Cl)cc1)N1CCc2c([nH]c3ccc(Cl)cc23)C1c1ccc(F)cc1,1.294463196626059,HIT100133001.pdbqt,O=C(Nc1ccc(Cl)cc1)N1CCc2c([nH]c3ccc(Cl)cc23)C1c1ccc(F)cc1,-8.1,ligprep_chemdiv-stock1_02_400000_split-10_3.sdf:22086,O=C(Nc1ccc(Cl)cc1)N1CCc2c([nH]c3ccc(Cl)cc23)[C@H]1c1ccc(F)cc1,-6.49082,0.585818
Cc1cccc(NC(=O)C2CC(=O)N(Cc3ccc4c(c3)OCO4)C(=Nc3ccc(F)cc3)S2)c1,1.641358563420647,HIT107096347.pdbqt,Cc1cccc(NC(=O)C2CC(=O)N(Cc3ccc4c(c3)OCO4)/C(=N/c3ccc(F)cc3)S2)c1,-8.0,ligprep_chemdiv-stock1_01_400000_split-10_1.sdf:3747,Cc1cccc(NC(=O)[C@H]2CC(=O)N(Cc3ccc4c(c3)OCO4)/C(=N/c3ccc(F)cc3)S2)c1,-6.29003,0.585733
Cc1ccc(N2C(=O)C(Nc3ccccc3)=C(Sc3ccc(NC(=O)c4ccccc4Cl)cc3)C2=O)cc1C,1.9185918063076293,HIT106170340.pdbqt,Cc1ccc(N2C(=O)C(Nc3ccccc3)=C(Sc3ccc(NC(=O)c4ccccc4Cl)cc3)C2=O)cc1C,-8.4,ligprep_chemdiv-stock1_04_414266_split-10_3.sdf:22526,Cc1ccc(N2C(=O)C(Nc3ccccc3)=C(Sc3ccc(NC(=O)c4ccccc4Cl)cc3)C2=O)cc1C,-6.3531,0.585078
O=C(Cn1ncc2c([nH]c3ccccc32)c1=O)NCc1ccc(Cl)cc1,0.8390950796496826,HIT102175733.pdbqt,O=C(Cn1ncc2c([nH]c3ccccc32)c1=O)NCc1ccc(Cl)cc1,-8.1,ligprep_chemdiv-stock1_02_400000_split-10_3.sdf:9714,O=C(Cn1ncc2c([nH]c3ccccc32)c1=O)NCc1ccc(Cl)cc1,-5.92558,0.584747
COc1ccc(-c2nc(C)c(CCNS(=O)(=O)c3ccccc3F)s2)cc1OC,1.531702671696683,HIT107662633.pdbqt,COc1ccc(-c2nc(C)c(CCNS(=O)(=O)c3ccccc3F)s2)cc1OC,-7.8,ligprep_chemdiv-stock1_02_400000_split-10_9.sdf:10596,COc1ccc(-c2nc(C)c(CCNS(=O)(=O)c3ccccc3F)s2)cc1OC,-5.88238,0.584527
Cc1ccc(Nc2nc3ccccc3n3c(C)nnc23)cc1C,1.5846226514193549,HIT106167876.pdbqt,Cc1ccc(Nc2nc3ccccc3n3c(C)nnc23)cc1C,-7.8,ligprep_chemdiv-stock1_01_400000_split-10_7.sdf:32029,Cc1ccc(Nc2nc3ccccc3n3c(C)nnc23)cc1C,-7.35648,0.58452
CCC(C)NC(=O)CCc1c(-c2ccc(C)cc2)nc2ccc(-c3cc4ccccc4s3)cn12,2.495665486044813,HIT107346530.pdbqt,CCC(C)NC(=O)CCc1c(-c2ccc(C)cc2)nc2ccc(-c3cc4ccccc4s3)cn12,-8.1,ligprep_chemdiv-stock1_04_414266_split-10_3.sdf:41202,CC[C@@H](C)NC(=O)CCc1c(-c2ccc(C)cc2)nc2ccc(-c3cc4ccccc4s3)cn12,-5.96987,0.583946
Cc1ccc(N2C(=O)C(Nc3ccccc3)=C(Sc3ccc(NC(=O)c4ccc(Cl)cc4)cc3)C2=O)cc1C,1.3748963963765533,HIT106852409.pdbqt,Cc1ccc(N2C(=O)C(Nc3ccccc3)=C(Sc3ccc(NC(=O)c4ccc(Cl)cc4)cc3)C2=O)cc1C,-8.4,ligprep_chemdiv-stock1_04_414266_split-10_3.sdf:26474,Cc1ccc(N2C(=O)C(Nc3ccccc3)=C(Sc3ccc(NC(=O)c4ccc(Cl)cc4)cc3)C2=O)cc1C,-7.46988,0.583569
O=C(Nc1ccccc1F)N1CCC(F)(C(=O)NCc2ccncc2)CC1,1.2178380508705364,HIT100031508.pdbqt,O=C(Nc1ccccc1F)N1CCC(F)(C(=O)NCc2ccncc2)CC1,-7.8,ligprep_chemdiv-stock1_04_414266_split-10_0.sdf:22741,O=C(Nc1ccccc1F)N1CCC(F)(C(=O)NCc2ccncc2)CC1,-6.58304,0.583549
Cc1cccc(-n2c(N3CCCC(C(=O)NCc4ccc(C)c(C)c4)C3)nc3ccsc3c2=O)c1,2.341213460091644,HIT103037715.pdbqt,Cc1cccc(-n2c(N3CCCC(C(=O)NCc4ccc(C)c(C)c4)C3)nc3ccsc3c2=O)c1,-8.5,ligprep_chemdiv-stock1_03_400000_split-10_6.sdf:2623,Cc1cccc(-n2c(N3CCC[C@@H](C(=O)NCc4ccc(C)c(C)c4)C3)nc3ccsc3c2=O)c1,-6.05827,0.583529
O=C1CCC(C(=O)N2CCc3c([nH]c4ccccc34)C2c2ccccc2)=NN1,1.7432703246034045,HIT213610170.pdbqt,O=C1CCC(C(=O)N2CCc3c([nH]c4ccccc34)C2c2ccccc2)=NN1,-8.5,ligprep_chemdiv-stock1_02_400000_split-10_2.sdf:9193,O=C1CCC(C(=O)N2CCc3c([nH]c4ccccc34)[C@@H]2c2ccccc2)=NN1,-7.06977,0.58332
Cc1ccsc1C1C=C(c2ccc(Br)cc2)Nc2nc3ccccc3n21,1.532393665152658,HIT106783319.pdbqt,Cc1ccsc1C1C=C(c2ccc(Br)cc2)Nc2nc3ccccc3n21,-7.9,ligprep_chemdiv-stock1_03_400000_split-10_3.sdf:24100,Cc1ccsc1[C@@H]1C=C(c2ccc(Br)cc2)Nc2nc3ccccc3n21,-6.22852,0.583197
CC(=O)N1CCc2c([nH]c3ccccc23)C12C(=O)N(C)c1ccccc12,0.7065233177054661,HIT104929873.pdbqt,CC(=O)N1CCc2c([nH]c3ccccc23)C12C(=O)N(C)c1ccccc12,-8.5,ligprep_chemdiv-stock1_04_414266_split-10_4.sdf:13547,CC(=O)N1CCc2c([nH]c3ccccc23)[C@@]12C(=O)N(C)c1ccccc12,-6.31965,0.583035
COc1cc(OC)cc(C(=O)Nn2c(-c3ccc(F)cc3)nc3ccccc3c2=O)c1,1.361605223564711,HIT107149667.pdbqt,COc1cc(OC)cc(C(=O)Nn2c(-c3ccc(F)cc3)nc3ccccc3c2=O)c1,-8.2,ligprep_chemdiv-stock1_01_400000_split-10_1.sdf:25887,COc1cc(OC)cc(C(=O)Nn2c(-c3ccc(F)cc3)nc3ccccc3c2=O)c1,-6.16212,0.583026
COc1ccc(-c2noc(C3CCCN3C(=O)c3ccccc3OC)n2)cc1OC,2.306038732111845,HIT211723590.pdbqt,COc1ccc(-c2noc([C@@H]3CCCN3C(=O)c3ccccc3OC)n2)cc1OC,-7.7,ligprep_chemdiv-stock1_03_400000_split-10_7.sdf:28836,COc1ccc(-c2noc([C@@H]3CCCN3C(=O)c3ccccc3OC)n2)cc1OC,-5.90155,0.582892
Cc1ccc(-c2noc(-c3cccnc3NC(C)c3ccc(C)cc3)n2)cc1,1.5251862194265238,HIT105213719.pdbqt,Cc1ccc(-c2noc(-c3cccnc3NC(C)c3ccc(C)cc3)n2)cc1,-8.5,ligprep_chemdiv-stock1_02_400000_split-10_0.sdf:32259,Cc1ccc(-c2noc(-c3cccnc3N[C@H](C)c3ccc(C)cc3)n2)cc1,-6.10443,0.582765
Cc1cc(NC(C)c2ccccc2)n2nc(-c3ccccc3)c(C)c2n1,1.6246189393445218,HIT105218255.pdbqt,Cc1cc(NC(C)c2ccccc2)n2nc(-c3ccccc3)c(C)c2n1,-7.7,ligprep_chemdiv-stock1_02_400000_split-10_1.sdf:3552,Cc1cc(N[C@H](C)c2ccccc2)n2nc(-c3ccccc3)c(C)c2n1,-6.0835,0.582554
Cc1cc(F)ccc1Nc1c(C(=O)N2CCOCC2)cnc2ccc(F)cc12,2.2804827729013866,HIT102603182.pdbqt,Cc1cc(F)ccc1Nc1c(C(=O)N2CCOCC2)cnc2ccc(F)cc12,-8.1,ligprep_chemdiv-stock1_02_400000_split-10_4.sdf:3444,Cc1cc(F)ccc1Nc1c(C(=O)N2CCOCC2)cnc2ccc(F)cc12,-6.23404,0.582512
Cc1nn(-c2cc(N3CCCCC3)ncn2)c(C)c1CCC(=O)Nc1ccccc1F,1.4042574187322343,HIT105393252.pdbqt,Cc1nn(-c2cc(N3CCCCC3)ncn2)c(C)c1CCC(=O)Nc1ccccc1F,-7.9,ligprep_chemdiv-stock1_02_400000_split-10_5.sdf:31076,Cc1nn(-c2cc(N3CCCCC3)ncn2)c(C)c1CCC(=O)Nc1ccccc1F,-6.21107,0.582297
Cn1cc(C(=O)Nc2cccc3ccccc23)c2nn(-c3ccccc3)c(=O)c-2c1,0.646702626663395,HIT103697436.pdbqt,Cn1cc(C(=O)Nc2cccc3ccccc23)c2nn(-c3ccccc3)c(=O)c-2c1,-7.9,ligprep_chemdiv-stock1_02_400000_split-10_5.sdf:27270,Cn1cc(C(=O)Nc2cccc3ccccc23)c2nn(-c3ccccc3)c(=O)c-2c1,-6.16877,0.582188
Cc1ccc(C2=CC(c3cccc(F)c3)n3nnnc3N2)cc1,1.8043319418892243,HIT100704316.pdbqt,Cc1ccc(C2=CC(c3cccc(F)c3)n3nnnc3N2)cc1,-7.7,ligprep_chemdiv-stock1_03_400000_split-10_3.sdf:24028,Cc1ccc(C2=C[C@H](c3cccc(F)c3)n3nnnc3N2)cc1,-7.73924,0.581957
Cc1ccc([N+](=O)[O-])cc1N1C(=O)C(=Cc2ccccc2)N=C1c1ccccc1,0.8338603763468906,HIT211336598.pdbqt,Cc1ccc([N+](=O)[O-])cc1N1C(=O)/C(=C\c2ccccc2)N=C1c1ccccc1,-7.9,ligprep_chemdiv-stock1_01_400000_split-10_0.sdf:34612,Cc1ccc([N+](=O)[O-])cc1N1C(=O)/C(=C\c2ccccc2)N=C1c1ccccc1,-6.04297,0.581953
CC(=O)N1c2ccccc2N2C(c3c(C)cc(C)cc3C)=NON12,0.7000869883450195,HIT103176108.pdbqt,CC(=O)N1c2ccccc2N2C(c3c(C)cc(C)cc3C)=NON12,-7.7,ligprep_chemdiv-stock1_01_400000_split-10_1.sdf:2420,CC(=O)N1c2ccccc2N2C(c3c(C)cc(C)cc3C)=NON12,-6.5305,0.58152
O=C(CSc1nc2cc3c(cc2c(=O)n1Cc1ccc(C(=O)N2CCN(c4ccccc4)CC2)cc1)OCO3)NC1CCCCC1,0.8962534117332427,HIT106580376.pdbqt,O=C(CSc1nc2cc3c(cc2c(=O)n1Cc1ccc(C(=O)N2CCN(c4ccccc4)CC2)cc1)OCO3)NC1CCCCC1,-8.1,ligprep_chemdiv-stock1_03_400000_split-10_2.sdf:31126,O=C(CSc1nc2cc3c(cc2c(=O)n1Cc1ccc(C(=O)N2CCN(c4ccccc4)CC2)cc1)OCO3)NC1CCCCC1,-6.43489,0.581279
CCc1ccc2c(c1)c(-c1ccc(Cl)cc1)c(C(=O)Nc1ccccc1Cl)n2C,0.6160207917449445,HIT100919977.pdbqt,CCc1ccc2c(c1)c(-c1ccc(Cl)cc1)c(C(=O)Nc1ccccc1Cl)n2C,-8.1,ligprep_chemdiv-stock1_04_414266_split-10_9.sdf:5407,CCc1ccc2c(c1)c(-c1ccc(Cl)cc1)c(C(=O)Nc1ccccc1Cl)n2C,-6.32638,0.581227
O=C1C2C3c4ccccc4C(C=NCCO)(c4ccccc43)C2C(=O)N1c1ccc(Br)cc1,0.5111028384925598,HIT100067522.pdbqt,O=C1C2C3c4ccccc4C(/C=N/CCO)(c4ccccc43)C2C(=O)N1c1ccc(Br)cc1,-8.2,ligprep_chemdiv-stock1_01_400000_split-10_4.sdf:4517,O=C1[C@@H]2[C@H]3c4ccccc4[C@](/C=N/CCO)(c4ccccc43)[C@@H]2C(=O)N1c1ccc(Br)cc1,-5.9545,0.581202
O=C(CSC1=NC2(CCCCC2)N=C1c1ccccc1)Nc1cccc(Cl)c1Cl,1.655210075113917,HIT106558058.pdbqt,O=C(CSC1=NC2(CCCCC2)N=C1c1ccccc1)Nc1cccc(Cl)c1Cl,-7.8,ligprep_chemdiv-stock1_01_400000_split-10_7.sdf:22509,O=C(CSC1=NC2(CCCCC2)N=C1c1ccccc1)Nc1cccc(Cl)c1Cl,-6.02931,0.580852
O=C(Cn1cc(S(=O)(=O)Cc2ccccc2F)c2ccccc21)Nc1ccccc1,1.3698884241669715,HIT101061284.pdbqt,O=C(Cn1cc(S(=O)(=O)Cc2ccccc2F)c2ccccc21)Nc1ccccc1,-7.7,ligprep_chemdiv-stock1_02_400000_split-10_3.sdf:7801,O=C(Cn1cc(S(=O)(=O)Cc2ccccc2F)c2ccccc21)Nc1ccccc1,-6.65549,0.580464
CCn1cnnc1-c1nn(C)c2c1CN(C(=O)c1ccc3ncccc3c1)CC2,1.687697437134496,HIT104670422.pdbqt,CCn1cnnc1-c1nn(C)c2c1CN(C(=O)c1ccc3ncccc3c1)CC2,-7.7,ligprep_chemdiv-stock1_03_400000_split-10_8.sdf:5747,CCn1cnnc1-c1nn(C)c2c1CN(C(=O)c1ccc3ncccc3c1)CC2,-5.86562,0.580406
COc1cc(OC)cc(C2=NC3(CCCCC3)N(C(=O)c3cc(OC)c(OC)c(OC)c3)C2=S)c1,1.7142583558412163,HIT100736905.pdbqt,COc1cc(OC)cc(C2=NC3(CCCCC3)N(C(=O)c3cc(OC)c(OC)c(OC)c3)C2=S)c1,-7.8,ligprep_chemdiv-stock1_01_400000_split-10_7.sdf:22829,COc1cc(OC)cc(C2=NC3(CCCCC3)N(C(=O)c3cc(OC)c(OC)c(OC)c3)C2=S)c1,-5.86799,0.580399
COc1cccc(-c2coc3c(C)c4oc(=O)c5c(c4cc23)CCCCC5)c1,0.5179671773246973,HIT102237666.pdbqt,COc1cccc(-c2coc3c(C)c4oc(=O)c5c(c4cc23)CCCCC5)c1,-8.0,ligprep_chemdiv-stock1_01_400000_split-10_2.sdf:37913,COc1cccc(-c2coc3c(C)c4oc(=O)c5c(c4cc23)CCCCC5)c1,-5.91559,0.580364
Cn1ncc(N2CCCC(C(=O)Nc3ccc4c(c3)OCCO4)C2)cc1=O,1.956274600981276,HIT107699219.pdbqt,Cn1ncc(N2CCCC(C(=O)Nc3ccc4c(c3)OCCO4)C2)cc1=O,-7.7,ligprep_chemdiv-stock1_04_414266_split-10_0.sdf:19867,Cn1ncc(N2CCC[C@H](C(=O)Nc3ccc4c(c3)OCCO4)C2)cc1=O,-5.89273,0.580118
Cc1ccc(Cn2c(=O)c3ccccc3n3c(SCc4cc(C)ccc4C)nnc23)cc1,0.4450610888546653,HIT100913036.pdbqt,Cc1ccc(Cn2c(=O)c3ccccc3n3c(SCc4cc(C)ccc4C)nnc23)cc1,-8.4,ligprep_chemdiv-stock1_02_400000_split-10_5.sdf:9683,Cc1ccc(Cn2c(=O)c3ccccc3n3c(SCc4cc(C)ccc4C)nnc23)cc1,-5.97114,0.57994
CSc1nn(CC(=O)Nc2ccc(C)c(F)c2)c(N)c1-c1nc(-c2ccc(Cl)cc2)no1,0.394682092401593,HIT102380607.pdbqt,CSc1nn(CC(=O)Nc2ccc(C)c(F)c2)c(N)c1-c1nc(-c2ccc(Cl)cc2)no1,-7.8,ligprep_chemdiv-stock1_02_400000_split-10_4.sdf:2519,CSc1nn(CC(=O)Nc2ccc(C)c(F)c2)c(N)c1-c1nc(-c2ccc(Cl)cc2)no1,-6.08331,0.579939
O=C(CN1N=NC2C(=O)N(c3ccc(F)cc3)C(=O)C21)Nc1cccc(F)c1,1.308575400278596,HIT105146062.pdbqt,O=C(CN1N=NC2C(=O)N(c3ccc(F)cc3)C(=O)C21)Nc1cccc(F)c1,-7.8,ligprep_chemdiv-stock1_01_400000_split-10_7.sdf:39916,O=C(CN1N=N[C@H]2C(=O)N(c3ccc(F)cc3)C(=O)[C@H]21)Nc1cccc(F)c1,-5.91403,0.579769
O=c1c2cnn(-c3ccccc3)c2nc(-c2ccccc2F)n1-c1ccc(Cl)cc1,0.942457483921689,HIT102140154.pdbqt,O=c1c2cnn(-c3ccccc3)c2nc(-c2ccccc2F)n1-c1ccc(Cl)cc1,-8.2,ligprep_chemdiv-stock1_01_400000_split-10_1.sdf:35360,O=c1c2cnn(-c3ccccc3)c2nc(-c2ccccc2F)n1-c1ccc(Cl)cc1,-6.49704,0.579361
COc1ccc(-c2nc(C)c(CCNS(=O)(=O)c3ccccc3F)s2)cc1,1.3879298225134526,HIT105285939.pdbqt,COc1ccc(-c2nc(C)c(CCNS(=O)(=O)c3ccccc3F)s2)cc1,-7.9,ligprep_chemdiv-stock1_02_400000_split-10_9.sdf:10501,COc1ccc(-c2nc(C)c(CCNS(=O)(=O)c3ccccc3F)s2)cc1,-6.1769,0.578496
Cc1ccc(NC(=O)C2CCCN(c3nc4cccnc4n(Cc4ccccc4)c3=O)C2)cc1F,2.118336667967852,HIT106105303.pdbqt,Cc1ccc(NC(=O)C2CCCN(c3nc4cccnc4n(Cc4ccccc4)c3=O)C2)cc1F,-8.0,ligprep_chemdiv-stock1_02_400000_split-10_5.sdf:33095,Cc1ccc(NC(=O)[C@@H]2CCCN(c3nc4cccnc4n(Cc4ccccc4)c3=O)C2)cc1F,-6.09357,0.578238
Cc1nc(C)c(C(=O)N2CCC3(CC2)C(=O)N(c2cccc(F)c2)C3c2ccccc2)s1,2.366008285726193,HIT103323774.pdbqt,Cc1nc(C)c(C(=O)N2CCC3(CC2)C(=O)N(c2cccc(F)c2)C3c2ccccc2)s1,-7.7,ligprep_chemdiv-stock1_03_400000_split-10_8.sdf:14059,Cc1nc(C)c(C(=O)N2CCC3(CC2)C(=O)N(c2cccc(F)c2)[C@H]3c2ccccc2)s1,-6.17782,0.578025
Cc1ccc(CNC(=O)c2ccc(-n3c(-c4ccc(F)cc4)cc4c3CCCCC4)cc2)o1,0.5722188877121636,HIT102561831.pdbqt,Cc1ccc(CNC(=O)c2ccc(-n3c(-c4ccc(F)cc4)cc4c3CCCCC4)cc2)o1,-7.8,ligprep_chemdiv-stock1_03_400000_split-10_4.sdf:2216,Cc1ccc(CNC(=O)c2ccc(-n3c(-c4ccc(F)cc4)cc4c3CCCCC4)cc2)o1,-5.98217,0.577775
CCC(=O)N(CCC(c1ccc2c(c1)OCO2)c1ccccc1OC)Cc1ccc2c(c1)OCO2,2.3254639110754405,HIT101071677.pdbqt,CCC(=O)N(CCC(c1ccc2c(c1)OCO2)c1ccccc1OC)Cc1ccc2c(c1)OCO2,-7.7,ligprep_chemdiv-stock1_01_400000_split-10_1.sdf:24113,CCC(=O)N(CC[C@@H](c1ccc2c(c1)OCO2)c1ccccc1OC)Cc1ccc2c(c1)OCO2,-6.29559,0.577482
COc1ccc(-c2nc3nc(C)c(CC(=O)Nc4ccc(Cl)cc4)c(C)n3n2)cc1,2.4541283825423643,HIT105438153.pdbqt,COc1ccc(-c2nc3nc(C)c(CC(=O)Nc4ccc(Cl)cc4)c(C)n3n2)cc1,-8.1,ligprep_chemdiv-stock1_02_400000_split-10_1.sdf:16934,COc1ccc(-c2nc3nc(C)c(CC(=O)Nc4ccc(Cl)cc4)c(C)n3n2)cc1,-6.01105,0.577404
O=C(CC(c1ccc(F)cc1)N1Cc2ccccc2C1=O)Nc1ccc(F)cc1,2.39008055945603,HIT104120835.pdbqt,O=C(CC(c1ccc(F)cc1)N1Cc2ccccc2C1=O)Nc1ccc(F)cc1,-7.8,ligprep_chemdiv-stock1_02_400000_split-10_3.sdf:16888,O=C(C[C@@H](c1ccc(F)cc1)N1Cc2ccccc2C1=O)Nc1ccc(F)cc1,-6.28747,0.577182
Cc1nc(Nc2ccc3c(c2)OCCO3)nc(Nc2ccc3c(c2)OCCO3)c1[N+](=O)[O-],0.9267737647006942,HIT100815340.pdbqt,Cc1nc(Nc2ccc3c(c2)OCCO3)nc(Nc2ccc3c(c2)OCCO3)c1[N+](=O)[O-],-7.7,ligprep_chemdiv-stock1_01_400000_split-10_6.sdf:1822,Cc1nc(Nc2ccc3c(c2)OCCO3)nc(Nc2ccc3c(c2)OCCO3)c1[N+](=O)[O-],-6.1957,0.57697
COc1ccc(-c2nc(CCNS(=O)(=O)c3ccccc3)n[nH]2)cc1,0.2636837219094129,HIT107256032.pdbqt,COc1ccc(-c2nc(CCNS(=O)(=O)c3ccccc3)n[nH]2)cc1,-7.8,ligprep_chemdiv-stock1_02_400000_split-10_8.sdf:23489,COc1ccc(-c2nc(CCNS(=O)(=O)c3ccccc3)n[nH]2)cc1,-6.0079,0.576705
O=C(CCc1nnc2n(Cc3ccccc3)c(=O)c3ccccc3n12)NCCN1CCN(c2cccc(Cl)c2)CC1,1.281266786350477,HIT101733889.pdbqt,O=C(CCc1nnc2n(Cc3ccccc3)c(=O)c3ccccc3n12)NCCN1CCN(c2cccc(Cl)c2)CC1,-8.0,ligprep_chemdiv-stock1_01_400000_split-10_9.sdf:4116,O=C(CCc1nnc2n(Cc3ccccc3)c(=O)c3ccccc3n12)NCCN1CCN(c2cccc(Cl)c2)CC1,-6.05465,0.576635
Cc1n[nH]c(-n2ccc3nc4ccn(-c5ccccc5)c(=O)c4cc3c2=O)n1,0.709721369120104,HIT106675961.pdbqt,Cc1n[nH]c(-n2ccc3nc4ccn(-c5ccccc5)c(=O)c4cc3c2=O)n1,-7.9,ligprep_chemdiv-stock1_04_414266_split-10_4.sdf:5203,Cc1n[nH]c(-n2ccc3nc4ccn(-c5ccccc5)c(=O)c4cc3c2=O)n1,-6.11908,0.57656
Cc1cccc(NC(=O)Cc2c(C)nc3nc(C4CCCCC4)nn3c2C)c1C,2.4746841236951767,HIT102241726.pdbqt,Cc1cccc(NC(=O)Cc2c(C)nc3nc(C4CCCCC4)nn3c2C)c1C,-8.1,ligprep_chemdiv-stock1_02_400000_split-10_1.sdf:17171,Cc1cccc(NC(=O)Cc2c(C)nc3nc(C4CCCCC4)nn3c2C)c1C,-5.92092,0.575996
COc1ccc(C)cc1NC1=C(Sc2ccc(NC(=O)C3CCCC3)cc2)C(=O)N(c2ccccc2)C1=O,0.8368723695371563,HIT103383230.pdbqt,COc1ccc(C)cc1NC1=C(Sc2ccc(NC(=O)C3CCCC3)cc2)C(=O)N(c2ccccc2)C1=O,-8.6,ligprep_chemdiv-stock1_04_414266_split-10_3.sdf:37522,COc1ccc(C)cc1NC1=C(Sc2ccc(NC(=O)C3CCCC3)cc2)C(=O)N(c2ccccc2)C1=O,-6.20662,0.575797
COc1ccc(NC(=O)CSc2nc3[nH]ncc3c(=O)n2-c2cccc3ccccc23)cc1OC,2.2284004348410984,HIT102597688.pdbqt,COc1ccc(NC(=O)CSc2nc3[nH]ncc3c(=O)n2-c2cccc3ccccc23)cc1OC,-7.7,ligprep_chemdiv-stock1_03_400000_split-10_3.sdf:3770,COc1ccc(NC(=O)CSc2nc3[nH]ncc3c(=O)n2-c2cccc3ccccc23)cc1OC,-6.37879,0.575707
Cc1nn(-c2ccc3nnc(C)n3n2)c2c1C(c1cccc(OCc3ccccc3Cl)c1)CC(=O)N2,2.182155869140016,HIT101288033.pdbqt,Cc1nn(-c2ccc3nnc(C)n3n2)c2c1C(c1cccc(OCc3ccccc3Cl)c1)CC(=O)N2,-8.9,ligprep_chemdiv-stock1_03_400000_split-10_2.sdf:12867,Cc1nn(-c2ccc3nnc(C)n3n2)c2c1[C@@H](c1cccc(OCc3ccccc3Cl)c1)CC(=O)N2,-5.89186,0.575248
Cc1ccc(C2=CC(c3cc(Cl)ccc3OC(F)F)n3ncnc3N2)cc1,1.4690547686636242,HIT107106255.pdbqt,Cc1ccc(C2=CC(c3cc(Cl)ccc3OC(F)F)n3ncnc3N2)cc1,-8.0,ligprep_chemdiv-stock1_03_400000_split-10_3.sdf:24781,Cc1ccc(C2=C[C@H](c3cc(Cl)ccc3OC(F)F)n3ncnc3N2)cc1,-7.37275,0.574554
CC(C)C(=O)N1CCc2c([nH]c3ccccc23)C12C(=O)N(C)c1ccccc12,2.4924427090421046,HIT100016598.pdbqt,CC(C)C(=O)N1CCc2c([nH]c3ccccc23)C12C(=O)N(C)c1ccccc12,-8.6,ligprep_chemdiv-stock1_04_414266_split-10_4.sdf:13555,CC(C)C(=O)N1CCc2c([nH]c3ccccc23)[C@]12C(=O)N(C)c1ccccc12,-6.53537,0.574484
Cc1nc(OCC(=O)Nc2ccc(F)cc2Cl)c2c(-c3ccccc3)noc2n1,1.8403067350215063,HIT107350424.pdbqt,Cc1nc(OCC(=O)Nc2ccc(F)cc2Cl)c2c(-c3ccccc3)noc2n1,-8.2,ligprep_chemdiv-stock1_03_400000_split-10_4.sdf:16937,Cc1nc(OCC(=O)Nc2ccc(F)cc2Cl)c2c(-c3ccccc3)noc2n1,-5.85214,0.574151
O=C1c2ccccc2C(Nc2ccc(F)cc2F)N1Cc1ccc2c(c1)OCO2,1.7434004584778249,HIT106692582.pdbqt,O=C1c2ccccc2C(Nc2ccc(F)cc2F)N1Cc1ccc2c(c1)OCO2,-8.1,ligprep_chemdiv-stock1_01_400000_split-10_8.sdf:6530,O=C1c2ccccc2[C@H](Nc2ccc(F)cc2F)N1Cc1ccc2c(c1)OCO2,-6.29128,0.574094
CC(C)CN1C(=O)C(Nc2ccccc2)=C(Sc2ccc(NC(=O)c3ccc4c(c3)OCO4)cc2)C1=O,1.2909630859126806,HIT101516844.pdbqt,CC(C)CN1C(=O)C(Nc2ccccc2)=C(Sc2ccc(NC(=O)c3ccc4c(c3)OCO4)cc2)C1=O,-8.5,ligprep_chemdiv-stock1_04_414266_split-10_3.sdf:35019,CC(C)CN1C(=O)C(Nc2ccccc2)=C(Sc2ccc(NC(=O)c3ccc4c(c3)OCO4)cc2)C1=O,-6.59487,0.573846
Cc1cc(NC(=O)c2sc3ccccc3c2Cl)cc(-c2nc3ncccc3o2)c1O,1.177025343963899,HIT106400123.pdbqt,Cc1cc(NC(=O)c2sc3ccccc3c2Cl)cc(-c2nc3ncccc3o2)c1O,-7.7,ligprep_chemdiv-stock1_01_400000_split-10_6.sdf:26605,Cc1cc(NC(=O)c2sc3ccccc3c2Cl)cc(-c2nc3ncccc3o2)c1O,-6.3541,0.573513
Cc1nc2ncccc2c(=O)n1-c1cccc(NC(=O)c2ccc(F)cc2)c1,0.7895972467928545,HIT102707196.pdbqt,Cc1nc2ncccc2c(=O)n1-c1cccc(NC(=O)c2ccc(F)cc2)c1,-8.6,ligprep_chemdiv-stock1_02_400000_split-10_4.sdf:26793,Cc1nc2ncccc2c(=O)n1-c1cccc(NC(=O)c2ccc(F)cc2)c1,-5.98715,0.573366
